,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F3: 128C  Sample  3  C,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 128C  Sample  1  C,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F2: 128C  Sample  2  C,average_normalized : F1: 1,P VALUE of : F1: 1,average_normalized : F2: 12,P VALUE of : F2: 12,average_normalized_of_CONTROL
39,37751.7,39174.8,27214.5,44445.3,45927.7,31865.1,37363.6,37818.2,26147.1,52484.9,53168.0,36724.2,35.0,35.0,34.0,35.0,36.0,34.0,35.0,36.0,34.0,35.0,36.0,34.0,High,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],28285.855179617134,27214.5,35927.65795897169,27624.650745973715,27769.81366223466,26481.24943410004,31776.154352472702,0.5082315616095217,27125.53154816735,0.5359117945197938,27750.17758980857
40,4630.3,5999.1,4095.2,5248.0,6705.0,4669.8,3620.8,4730.7,3210.8,4860.2,6249.5,4414.5,49.0,50.0,46.0,49.0,50.0,46.0,49.0,49.0,46.0,49.0,50.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4145.265086812095,4095.2,3481.646948844456,3388.2029246121924,4054.1242127361793,4055.251423877328,3434.924936728324,0.015148978669047209,4054.687818306754,0.23210149958482687,4120.232543406048
41,32430.2,32699.3,26495.5,35593.1,36404.2,29273.1,23405.8,23860.1,18861.1,32752.5,33004.0,26733.8,32.0,33.0,32.0,32.0,33.0,32.0,32.0,33.0,32.0,32.0,33.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,25985.00137324064,26495.5,22506.27821345105,23730.665072621283,22011.506139491485,22103.9627418766,23118.471643036166,0.0862119547233969,22057.734440684042,0.033324653672440814,26240.25068662032
42,20599.7,17276.5,12494.9,24002.5,19793.3,14593.3,15888.4,13213.5,10043.9,21918.4,18055.3,13251.3,47.0,43.0,46.0,47.0,43.0,46.0,47.0,43.0,46.0,47.0,43.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],12954.10873942673,12494.9,15277.783744481952,15073.745499456574,11967.859325868905,11678.510313983206,15175.764621969263,0.030645044370965373,11823.184819926057,0.10026391987825199,12724.504369713366
43,8535.9,9561.4,7640.1,9756.3,10902.5,8760.4,7826.5,8707.0,7040.3,12142.7,13849.3,10882.1,46.0,45.0,44.0,46.0,45.0,44.0,46.0,45.0,44.0,46.0,45.0,44.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7776.388767507961,7640.1,7525.715268761361,6246.109613674537,6592.108759038955,6463.28298649142,6885.912441217949,0.41913089449578544,6527.695872765187,0.006324813918152781,7708.244383753981
44,11428.6,11479.0,11662.2,13741.6,14027.7,14287.9,10488.9,10661.5,11128.9,15033.3,15090.3,15523.1,32.0,29.0,31.0,32.0,29.0,31.0,32.0,29.0,31.0,32.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12683.012770110612,11662.2,10085.795040249286,8362.830906036952,8481.735752274319,7759.535779481563,9224.312973143118,0.12525368761945593,8120.635765877941,0.02970479697054719,12172.606385055307
45,4262.4,4405.4,2504.8,4845.5,5076.6,2952.4,3210.8,3261.2,1882.0,4258.4,4408.3,2530.8,37.0,35.0,31.0,37.0,35.0,31.0,37.0,35.0,31.0,37.0,35.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2620.771905071744,2504.8,3087.403895092184,3118.9936172314983,3069.525276417075,2977.947462577583,3103.198756161841,0.0527571289154355,3023.736369497329,0.028060918331129867,2562.785952535872
46,5578.7,4667.8,4245.1,6486.3,5363.2,4842.0,4688.6,3934.7,3562.3,6597.2,5549.6,4975.9,44.0,40.0,43.0,44.0,40.0,43.0,44.0,40.0,43.0,44.0,40.0,43.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4298.122735522756,4245.1,4508.409711763179,4082.1907123801993,3242.8156566363423,3155.323731288792,4295.300212071689,0.9296457209570266,3199.069693962567,0.005387065160498288,4271.611367761378
47,14382.2,16721.5,12367.2,17249.0,20282.1,15216.3,14542.6,17128.7,12994.2,21281.6,25025.5,18703.5,38.0,39.0,38.0,38.0,39.0,38.0,38.0,39.0,38.0,38.0,39.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,13507.13031403034,12367.2,13983.704959750714,10524.115522181603,12263.408306508047,11303.343282219788,12253.910240966157,0.7624931647784676,11783.375794363918,0.26510563594080105,12937.16515701517
48,19617.8,19739.7,16174.5,16952.7,16927.3,14021.9,11933.2,11830.6,9837.8,18638.8,18604.1,15293.3,34.0,34.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0,33.0,34.0,High,High,High,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12446.891198931542,16174.5,11474.588314723449,14355.244224878963,10234.95552367623,13343.575958378971,12914.916269801206,0.6168638514502618,11789.2657410276,0.41092865301295134,14310.695599465771
49,6810.9,6490.4,4215.8,5760.3,5512.0,3576.1,3991.1,3859.0,2480.8,6540.8,6448.1,4014.7,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3174.414852231088,4215.8,3837.7157361724226,4983.84797944867,3332.7863774201073,4387.358744067178,4410.781857810546,0.4536720549129436,3860.0725607436425,0.8445079635845458,3695.107426115544
50,22070.7,23407.0,15923.4,23799.0,25077.4,17250.0,19108.7,20648.8,14203.0,26741.0,28856.2,19376.1,30.0,30.0,29.0,30.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,15312.395123454677,15923.4,18374.322539600103,16150.143681454401,15162.847804991836,15822.5850675429,17262.233110527253,0.3663784962085251,15492.716436267368,0.8069678392479648,15617.897561727339
51,22544.8,26330.5,15682.1,27429.0,32302.2,19032.8,16740.6,19644.6,11835.1,21220.7,24819.1,14660.7,33.0,36.0,37.0,33.0,36.0,37.0,33.0,36.0,37.0,33.0,36.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16894.94225540221,15682.1,16097.232355232405,16497.06440075091,19531.26489853044,17798.80275648047,16297.148377991658,0.9910910140199802,18665.033827505453,0.16827371929881016,16288.521127701104
52,16070.9,16613.4,9561.1,16723.9,17417.5,10048.0,12266.8,13015.7,7486.1,17631.8,18301.2,10383.3,46.0,44.0,44.0,46.0,44.0,44.0,46.0,44.0,44.0,46.0,44.0,44.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8919.359200027397,9561.1,11795.367540898467,11759.814781148107,10531.351003032423,11230.270208105148,11777.591161023287,0.07928079182462762,10880.810605568786,0.07517791381780921,9240.2296000137
53,10830.2,10701.4,8244.0,13287.2,13170.3,10309.6,10145.3,10145.2,8072.4,14021.8,13896.0,10883.2,39.0,38.0,33.0,39.0,38.0,33.0,39.0,38.0,33.0,39.0,38.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9151.575000856135,8244.0,9755.400129836406,7924.9541744886865,7963.315752274318,7233.896349032494,8840.177152162545,0.905861338728027,7598.606050653406,0.20546582194359908,8697.787500428069
54,27425.1,22827.0,14676.2,30671.8,25814.2,16799.5,23997.2,20180.1,13046.2,33847.2,28038.6,18040.4,40.0,38.0,39.0,40.0,38.0,39.0,40.0,37.0,39.0,40.0,38.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14912.497500085614,14676.2,23074.94977927811,20068.20379409149,15608.347986937253,15430.518619934282,21571.5767866848,0.137095540701793,15519.433303435768,0.045292892285434906,14794.348750042807
55,7652.7,7537.7,6019.6,8581.9,8614.0,6798.7,6498.2,6420.8,5242.4,9933.7,9765.2,7675.7,52.0,52.0,49.0,52.0,52.0,49.0,52.0,52.0,49.0,52.0,52.0,49.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6035.0365638163075,6019.6,6248.4639314463775,5599.831656950893,5208.3856776300445,5095.309072654253,5924.147794198636,0.8039308288450757,5151.847375142149,0.037710985925025024,6027.318281908154
56,4309.9,5629.9,5184.2,4989.5,6451.7,5835.3,3547.0,4657.4,4249.4,4957.7,6619.4,6003.4,46.0,42.0,48.0,46.0,42.0,48.0,46.0,42.0,48.0,46.0,42.0,48.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5179.850392109859,5184.2,3410.683199169047,3153.751546289892,3900.9684091439235,3805.6808506754287,3282.2173727294694,0.04292756266962086,3853.3246299096763,0.022545173244916953,5182.025196054929
57,10645.6,8426.2,6693.2,12492.4,10028.4,7808.2,8303.5,6685.8,5270.9,11845.4,9406.8,7375.0,36.0,32.0,32.0,36.0,32.0,32.0,36.0,32.0,32.0,36.0,32.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6931.144556693263,6693.2,7984.383406907296,7789.873885979646,6063.591238628411,5695.914311792626,7887.128646443471,0.021950464848010717,5879.752775210518,0.066424255005619,6812.172278346632
58,12212.5,12778.7,8683.1,14244.5,14843.9,9906.8,12478.6,13124.6,8767.9,15693.1,16554.8,10984.4,40.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,41.0,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8794.019478784972,8683.1,11999.02773305635,8936.446497381681,8975.244504315371,8638.102610441769,10467.737115219015,0.46123481733794247,8806.67355737857,0.7574637734711649,8738.559739392487
59,4157.0,4895.1,3110.7,4524.7,5419.2,3470.6,3242.1,3818.5,2474.6,4453.2,5240.2,3378.9,40.0,39.0,39.0,40.0,39.0,39.0,40.0,39.0,39.0,40.0,39.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3080.7651313311185,3110.7,3117.5009867566864,3041.867602015611,3276.6756053184045,3308.973220153341,3079.6842943861484,0.7479113553895202,3292.824412735873,0.012472107818655563,3095.7325656655594
60,46.1,0.0,7.4,51.4,0.0,6.3,56.9,0.0,1.2,66.6,0.0,6.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,High,Not Found,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,High,0.0,5.592353001609534,7.4,54.71324331342508,33.733484833514474,0.0,0.0,44.22336407346978,0.17036913397087428,0.0,0.08800895545316162,6.496176500804767
61,5694.5,6200.4,4113.4,6744.4,7393.6,5000.5,5359.0,5833.8,3898.8,7610.3,8472.6,5710.6,33.0,36.0,33.0,33.0,36.0,33.0,33.0,36.0,32.0,33.0,36.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4438.819235642615,4113.4,5153.045183069333,4166.926884695188,4470.480653137392,4191.32552026287,4659.98603388226,0.5760390558387578,4330.903086700131,0.8226348657624459,4276.109617821307
62,4470.0,4623.5,2448.7,4827.6,5023.0,2728.2,3419.9,3519.8,1900.2,5076.6,5163.7,2834.3,30.0,38.0,28.0,30.0,38.0,28.0,30.0,38.0,28.0,30.0,38.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2421.755152220814,2448.7,3288.4678525058425,3270.904060863551,3037.1164683928155,3125.377966411099,3279.685956684697,0.000928093885808075,3081.247217401957,0.029180514895265294,2435.227576110407
63,18319.1,16520.1,14992.3,19484.1,17506.3,15973.2,15061.2,13893.5,12562.8,20958.4,19164.1,17370.3,35.0,39.0,39.0,35.0,39.0,39.0,35.0,39.0,39.0,35.0,39.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14179.011581795145,14992.3,14482.37434432615,13404.925857128741,10585.043207371122,11167.201588170865,13943.650100727446,0.4482977988725658,10876.122397770992,0.023070954198048076,14585.655790897572
64,6407.8,7546.9,4354.5,7517.4,8911.9,5129.1,5078.1,6043.4,3428.9,6570.0,7959.6,4485.7,43.0,47.0,38.0,43.0,47.0,38.0,43.0,47.0,38.0,43.0,47.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4552.974250881819,4354.5,4882.940612827837,4688.88121727102,5388.508511779799,5101.5280576852865,4785.910915049429,0.13913082773054072,5245.018284732543,0.056140447012145586,4453.73712544091
65,11380.6,13729.0,8788.0,12614.8,15368.3,9798.3,9097.4,11298.5,7061.5,13242.4,15996.5,10083.0,37.0,38.0,36.0,37.0,38.0,36.0,37.0,38.0,36.0,37.0,38.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8697.706732646142,8788.0,8747.772578551025,8327.707104041103,9292.318738045253,9280.483205549472,8537.739841296065,0.5037096008878379,9286.400971797362,0.04919664368376193,8742.85336632307
66,20649.2,18730.9,13728.8,23171.4,20980.0,15486.9,15577.3,14103.5,10368.3,23319.0,20641.8,15104.3,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,13747.335190575664,13728.8,14978.639807842117,15109.966920264795,12685.387916958245,12661.650730193503,15044.303364053456,0.02891229620003299,12673.519323575874,0.0002991040973908374,13738.067595287832
67,32327.1,32414.1,19735.0,40938.2,40872.8,25189.4,29635.2,29245.7,18084.4,41532.7,41226.0,25400.6,30.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],22360.002650594157,19735.0,28496.272552583745,23655.22207291769,24713.40911593189,21911.17420591457,26075.74731275072,0.2453970897377273,23312.291660923227,0.3598808104535781,21047.50132529708
68,5513.2,6496.9,5957.0,6274.6,7449.9,6833.0,4119.7,4814.7,4589.5,5393.3,6315.3,5923.5,27.0,35.0,33.0,27.0,35.0,33.0,27.0,35.0,33.0,27.0,35.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6065.483819047293,5957.0,3961.373435471306,4034.2613575733617,4504.521994401679,4391.752592186929,3997.817396522334,0.002127630766356879,4448.137293294304,0.0025136135993892943,6011.241909523646
69,5825.9,6214.9,2826.1,6186.0,6486.9,3030.3,4312.4,4728.0,2130.1,5955.9,6323.4,2863.6,49.0,39.0,31.0,49.0,39.0,31.0,49.0,39.0,31.0,49.0,39.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2689.921793774186,2826.1,4146.667670734873,4263.078292658827,3922.2518054583625,4201.127181453085,4204.87298169685,0.004217149864085724,4061.6894934557236,0.033253026651164745,2758.0108968870927
70,6365.5,6727.9,4211.7,7803.8,8305.4,5254.4,5500.1,5831.7,3700.7,6758.6,7119.1,4464.6,39.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4664.199938358275,4211.7,5288.722487665542,4657.928366762178,5021.793174714252,4547.903194596568,4973.32542721386,0.3133095017440583,4784.84818465541,0.400854724980254,4437.949969179137
71,7084.7,7842.9,4546.4,7943.4,8757.7,5188.7,5364.0,5959.8,3494.7,7305.9,8173.2,4627.7,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4605.879685627204,4546.4,5157.853025188263,5184.2,5295.272724515979,5301.617141292442,5171.026512594131,0.013009427763983934,5298.444932904211,0.02461580728179578,4576.139842813602
72,18514.6,18743.6,11041.5,21355.2,21896.4,13108.5,15810.0,16610.9,9955.9,22707.6,23591.7,13979.1,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11636.088781206123,11041.5,15202.396780057128,13547.982175674339,13239.481791462562,12670.235633442862,14375.189477865733,0.13798507187569423,12954.858712452711,0.0593450548236676,11338.794390603061
73,29097.6,28320.4,19226.3,32213.6,31480.7,21635.4,21621.6,21112.2,14413.0,28561.7,27865.5,18875.8,34.0,34.0,32.0,34.0,34.0,32.0,34.0,34.0,32.0,34.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],19205.205417622685,19226.3,20790.647831732014,21292.048769884397,19034.551544203405,19143.928660094927,21041.348300808204,0.08640304101846094,19089.240102149168,0.25003269112452087,19215.752708811342
74,6978.3,8539.8,4227.1,7748.2,9261.5,4635.6,5221.8,6386.7,3094.5,7254.3,8877.7,4294.7,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4114.906599089072,4227.1,5021.11799532589,5106.342238909198,5599.891334266386,5772.705257393209,5063.730117117544,0.007980614184094258,5686.298295829798,0.008314599160980166,4171.003299544536
75,11386.9,11891.0,9225.3,13487.1,14259.5,10975.3,9174.0,9616.6,7550.4,12664.3,13258.7,10151.0,42.0,40.0,40.0,42.0,40.0,40.0,42.0,40.0,40.0,42.0,40.0,40.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],9742.500301359541,9225.3,8821.428719813035,8332.317103053058,8621.891754140424,8038.038152610442,8576.872911433045,0.12599996344160733,8329.964953375433,0.09944591535313382,9483.90015067977
76,4421.0,5086.9,3900.2,5293.3,5871.2,4700.3,3761.7,4165.6,3249.5,5157.6,5676.7,4494.1,34.0,31.0,37.0,35.0,31.0,37.0,35.0,30.0,36.0,35.0,30.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4172.339176740523,3900.2,3617.1319397559073,3235.048512992787,3549.9737625379053,3438.625538517707,3426.0902263743474,0.1344112079438852,3494.299650527806,0.1189360342628974,4036.2695883702613
77,10854.0,10145.3,7330.9,12026.2,11293.7,8329.7,8001.9,7357.7,5472.3,10594.1,9646.8,7224.3,29.0,33.0,32.0,29.0,34.0,32.0,29.0,34.0,32.0,29.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7394.067110715387,7330.9,7694.37437029343,7942.369726311628,6828.644686260789,6857.985742971888,7818.372048302529,0.15124633080402977,6843.315214616338,0.015917640009368645,7362.483555357693
78,28447.5,27722.0,18401.1,34385.2,33661.5,22862.4,24036.9,23924.3,15961.5,33999.0,33533.2,22336.1,51.0,46.0,47.0,51.0,46.0,47.0,51.0,46.0,47.0,51.0,46.0,47.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,20294.382740317113,18401.1,23113.124045702414,20816.3407766031,20353.154688593422,18739.424242424244,21964.732411152756,0.2252923064196407,19546.28946550883,0.8881658724156489,19347.741370158554
79,26240.7,27250.2,16172.8,31832.7,33025.1,19826.7,21706.1,22377.1,13242.5,30347.5,31271.5,18706.7,34.0,34.0,35.0,34.0,34.0,35.0,34.0,34.0,35.0,34.0,34.0,35.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],17599.667501112977,16172.8,20871.900363541936,19201.52397984389,19968.360557499414,18420.49846659365,20036.71217169291,0.1059710015664968,19194.429512046532,0.1604470799605575,16886.233750556486
80,4393.0,5730.0,2733.7,5153.9,6821.9,3255.7,3856.7,5161.2,2496.0,5334.1,7058.5,3365.6,36.0,39.0,36.0,36.0,38.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2890.00375672066,2733.7,3708.48094001558,3214.5596284952076,4124.806855609983,3873.3461117196057,3461.5202842553936,0.20696612090107547,3999.0764836647945,0.024898351565807966,2811.85187836033
81,20445.1,21031.3,13129.9,25121.4,25811.9,16373.9,18117.6,18509.9,11752.1,25474.8,26130.6,16498.4,40.0,40.0,34.0,40.0,40.0,34.0,40.0,40.0,34.0,40.0,40.0,34.0,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,Acetyl [N-Term],14534.702986199101,13129.9,17421.31207478577,14960.617587194938,15606.957310473525,14216.66737860533,16190.964830990353,0.2685714005642473,14911.812344539427,0.3887140110565729,13832.30149309955
82,4590.1,5531.5,3555.9,5067.1,6081.9,3987.3,3571.6,4269.1,2870.8,5408.4,6456.5,4269.0,34.0,37.0,26.0,34.0,37.0,26.0,34.0,37.0,26.0,34.0,37.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3539.4268449710626,3555.9,3434.3377823941833,3358.786740440668,3677.3718194541634,3739.1647499087258,3396.5622614174254,0.14249500365380524,3708.2682846814446,0.10256158320994467,3547.6634224855316
