,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F2: 131  Sample  2  B,normalized Abundance: F3: 128C  Sample  3  C,normalized Abundance: F1: 128C  Sample  1  C,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F2: 128C  Sample  2  C,average_normalized : F,P VALUE of : F,average_normalized_of_CONTROL
136,3644.6,3970.0,2864.4,4177.7,4656.6,3406.9,2779.6,3098.3,2196.9,3629.2,3915.2,2820.8,24.0,26.0,27.0,24.0,26.0,27.0,24.0,26.0,27.0,24.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2423.6017385489804,2864.4,2666.9210157099096,3024.220228759289,2488.0649889578017,2683.627236217598,2585.8461125876997,0.8403202819817434,2644.0008692744905
137,15086.4,15522.3,11152.6,15993.8,16682.4,11753.4,10467.1,10919.8,7543.2,14497.5,15164.8,10531.5,21.0,22.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9387.371180207288,11152.6,11039.41096729572,10433.2002808123,9939.028484904587,10492.712102957285,10215.870293930937,0.9615713114518105,10269.985590103644
138,8150.9,8151.3,4851.8,8202.0,8365.2,4920.0,5265.4,5400.9,3328.9,7811.0,7855.0,4808.9,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4862.431461049817,4851.8,5964.387451832822,4367.3613917331595,5354.975098850818,5510.088335158817,5432.531717004817,0.08404136047226674,4857.115730524909
139,4784.8,4918.1,2903.1,5072.0,5336.3,3098.0,3273.2,3581.4,2069.6,4876.1,5218.6,3118.1,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3230.4372785021737,2903.1,3501.2576622863353,2750.017396664498,3342.9002790304025,3324.520682730924,3333.7104808806635,0.3494620401827515,3066.768639251087
140,16992.9,21516.5,13539.0,19779.0,25034.8,15798.0,12831.4,16177.0,10196.7,17205.1,21989.8,13708.2,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],13612.208191240388,13539.0,12434.484477818398,14023.490907845622,11795.273597905289,14544.651241328953,13169.96241961712,0.8173387750747197,13575.604095620194
141,4298.3,5252.0,3726.8,4937.8,6138.2,4256.7,3256.2,4032.9,2789.6,4317.4,5341.9,3689.3,26.0,28.0,29.0,26.0,28.0,29.0,26.0,28.0,29.0,26.0,28.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3306.762905382815,3726.8,3145.263294140895,3778.5665114208414,2959.873190600246,3550.2292807594013,3255.0512356798235,0.55196393876587,3516.7814526914076
142,9098.7,9031.7,4213.8,10047.3,10145.8,4621.8,6487.6,6609.7,2971.2,9011.9,9231.6,4249.7,17.0,19.0,15.0,17.0,19.0,15.0,17.0,19.0,15.0,17.0,19.0,15.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5714.579538615848,4213.8,6657.936192075882,4102.656682990309,6178.274240600907,6105.218163563345,6141.746202082126,0.3606916087206062,4964.1897693079245
143,7220.2,8228.8,6115.6,7752.3,8769.0,6517.9,5391.4,6037.1,4484.0,7385.4,8286.3,6146.5,19.0,21.0,19.0,19.0,21.0,19.0,19.0,21.0,19.0,19.0,21.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5129.416399197593,6115.6,5283.351566050785,5785.777401458854,5063.197170023407,5562.4765242789335,5312.83684715117,0.6481815243496756,5622.508199598797
144,5795.2,6557.1,5166.4,6877.6,8030.6,6312.7,4853.2,5614.1,4293.9,6692.7,7911.3,6031.8,28.0,31.0,30.0,28.0,31.0,30.0,28.0,31.0,30.0,28.0,31.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4897.282497492478,5166.4,4240.6136942989815,5603.6264751207145,4588.30391039289,4432.446385542169,4510.37514796753,0.10547856001969368,5031.841248746239
145,15859.7,15042.2,11204.9,18439.6,17853.4,13445.0,14132.6,13700.2,10370.0,20061.2,19601.3,14831.8,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],12133.669993313273,11204.9,11605.270052366366,11934.791445498442,13753.32562451236,10168.175721066083,11960.750672789221,0.8982286896127528,11669.284996656635
146,3893.1,4559.8,4427.1,4296.4,4949.2,4977.7,2815.8,3222.9,3255.9,3941.1,4501.7,4403.6,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2786.6591608157805,4427.1,2848.759865625926,4418.580243827266,2701.8937859532657,3082.318254837532,2892.106020395399,0.5405004904736836,3606.8795804078904
147,3578.4,4668.1,3441.7,4274.0,5775.8,4230.1,2820.4,3836.8,2827.3,3627.3,4851.2,3511.2,24.0,21.0,22.0,24.0,21.0,22.0,24.0,21.0,22.0,24.0,21.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3003.007957204948,3441.7,2618.479438790633,3754.954354302935,2486.7624089183937,3155.526524278934,2821.1444665986637,0.4353676344146946,3222.353978602474
148,5549.6,5231.5,3584.0,6659.4,6227.3,4369.8,5014.4,4823.8,3199.9,6802.6,6573.5,4453.6,26.0,23.0,18.0,26.0,23.0,18.0,26.0,23.0,18.0,26.0,23.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4069.1525409562023,3584.0,4060.8969074202155,3878.962562925927,4663.647882146022,3536.371759766338,4100.00982095618,0.7165196453661669,3826.576270478101
149,7259.1,7440.4,3669.3,8316.0,8433.8,4229.5,5624.7,5611.3,2829.9,7561.7,7536.3,3743.4,28.0,31.0,28.0,28.0,31.0,28.0,28.0,31.0,28.0,28.0,31.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4665.148595787363,3669.3,5311.816480584922,3754.4217492551625,5184.062886311642,5029.536546184739,5106.79971624819,0.30454188116807523,4167.224297893681
150,5333.4,5553.7,4997.0,6064.8,6349.8,5840.2,4508.3,4757.6,4335.7,6441.0,6941.6,6173.9,19.0,24.0,23.0,19.0,24.0,23.0,19.0,24.0,23.0,19.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4297.015178869944,4997.0,3902.693449263906,5184.2,4415.746333593409,3754.1714311792625,4084.958882386336,0.36381925091049283,4647.007589434972
151,3124.7,3454.2,3731.5,3431.4,3736.9,4199.1,2615.0,2942.2,3217.1,3642.6,4096.4,4428.6,26.0,29.0,24.0,26.0,29.0,24.0,26.0,29.0,24.0,26.0,29.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2535.768839852892,3731.5,2286.486335342357,3727.4364268346976,2497.2516060778376,2334.9584884994524,2416.105047288645,0.43967272753519165,3133.634419926446
152,37.1,201.5,253.6,32.9,208.8,267.0,28.9,144.1,188.2,39.3,180.9,237.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,111.98139418254765,253.6,27.14777195929256,237.00924625868976,26.942839762493552,136.20929171230375,81.57606573739865,0.38155321756811,182.7906970912738
153,4977.1,4365.8,3819.0,5540.5,4973.7,4446.6,3792.4,3401.9,3042.9,5072.8,4586.3,4041.9,28.0,25.0,28.0,28.0,25.0,28.0,28.0,24.0,28.0,28.0,25.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2839.028569040455,3819.0,3641.97239403221,3947.1360090407866,3477.751591531229,2951.178787878788,3214.465189705009,0.8608397144629315,3329.014284520227
154,6037.8,7213.4,4976.3,6845.7,8189.9,5542.1,5097.7,5960.8,4031.1,7186.3,8439.0,5805.9,33.0,34.0,32.0,33.0,34.0,32.0,33.0,34.0,32.0,33.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5223.941323971916,4976.3,4418.135243553008,4919.584058765111,4926.700493262276,4876.089850310333,4901.395171786304,0.34658745503101834,5100.120661985959
155,4876.2,4127.0,3886.1,5494.7,4742.9,4406.6,3538.6,3106.7,2814.2,5141.2,4560.2,4076.5,21.0,20.0,23.0,21.0,20.0,23.0,21.0,20.0,23.0,21.0,20.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2822.8720494817785,3886.1,3568.139235253433,3911.629005855964,3524.64447294992,2789.7555677254472,3157.200020337684,0.7921279463252076,3354.486024740889
156,2289.3,2342.9,2307.3,2626.6,2677.2,2685.5,1820.8,1830.7,1822.5,2401.2,2469.4,2464.7,21.0,21.0,18.0,21.0,21.0,18.0,21.0,21.0,18.0,21.0,21.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],1528.6172183216318,2307.3,1675.185831439581,2383.8514263210163,1646.1869424351023,1583.7456553486675,1614.966298891885,0.5786422890873728,1917.958609160816
157,5253.5,6802.7,4192.2,6086.0,7798.4,4800.5,4131.8,5239.0,3197.1,5264.3,6763.6,4146.9,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4186.828953527249,4192.2,3844.226953858314,4261.284219718503,3609.037948134728,4598.466246805404,4103.752097470066,0.8907235816399255,4189.514476763625
158,2326.4,2673.5,1789.0,2574.1,2935.2,2025.3,1932.5,2218.1,1491.4,2839.3,3168.2,2151.4,28.0,23.0,32.0,28.0,23.0,32.0,28.0,23.0,31.0,28.0,23.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1961.1910063523906,1789.0,1702.3336033988735,1797.808338755522,1946.5344767849351,1807.2235304855787,1876.879003635257,0.9886691485407573,1875.0955031761953
159,5110.4,6480.4,4508.0,6136.3,7936.9,5625.2,4531.4,5743.0,4172.7,6250.7,7935.7,5785.3,22.0,27.0,20.0,22.0,27.0,20.0,22.0,27.0,20.0,22.0,27.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4912.386676696757,4508.0,3739.514119158185,4993.349857881579,4285.282659120063,4380.598977729098,4332.94081842458,0.30110106429539707,4710.193338348378
160,3243.5,4014.3,2590.9,3562.9,4586.5,3030.1,2500.2,3086.4,2067.8,3440.5,4200.2,2778.9,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2600.023503844868,2590.9,2373.4177452820863,2689.7442587582614,2358.698223991325,2713.5730010952907,2536.1356125433076,0.7945914743639757,2595.461751922434
161,897.7,1030.8,746.0,739.4,850.9,579.9,483.8,556.5,385.0,793.4,931.6,682.4,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,High,High,High,Not Found,High,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,576.6825142092946,746.0,656.8882719098904,514.7627786719632,543.9300017191447,696.7967141292443,620.3633579241945,0.7540914565205894,661.3412571046473
162,3274.7,3089.9,1791.5,3762.9,3524.2,2192.9,2787.9,2641.1,1631.7,3829.8,3619.1,2205.1,22.0,21.0,19.0,22.0,21.0,19.0,22.0,21.0,19.0,22.0,21.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2240.3088097626214,1791.5,2396.248216579389,1946.5826820999282,2625.590018381624,2088.700200803213,2357.1451095924185,0.4350316830956844,2015.9044048813107
163,2513.1,2707.8,2608.5,2945.8,3116.3,3062.2,2203.1,2419.4,2293.2,2893.6,3205.2,3102.9,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1984.0948846539618,2608.5,1838.9505582452325,2718.2386288140815,1983.7608431743345,1830.409529025192,1907.0851860997632,0.42253030160046984,2296.2974423269807
164,6761.1,8422.4,4305.0,7504.4,9677.4,4964.8,4776.3,6145.7,3165.7,6646.9,8488.6,4384.6,32.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5254.64490137078,4305.0,4947.407034877976,4407.129235300161,4556.904875758738,5693.345600584154,5125.125238171446,0.6881203535064102,4779.822450685389
165,9631.0,9786.7,7663.2,11437.6,11738.8,9291.7,8024.3,8110.8,6376.6,10465.6,10554.7,8254.2,24.0,28.0,28.0,24.0,28.0,28.0,24.0,28.0,28.0,24.0,28.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6533.609846205283,7663.2,7047.444521292362,8248.010537310367,7174.8850844364515,6615.580522088354,6895.232803262403,0.7872130315877541,7098.404923102642
166,10444.2,10816.1,7059.3,11711.2,11997.3,7825.2,7888.0,8232.1,5397.8,11875.8,12632.7,8385.2,29.0,27.0,23.0,29.0,27.0,23.0,29.0,27.0,23.0,29.0,27.0,23.0,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7819.941173520562,7059.3,7642.500266772058,6946.235033046813,8141.673701053967,7311.430868930267,7726.552284992117,0.6613077490756827,7439.620586760281
167,5821.1,5920.4,3509.9,6374.2,6502.6,3832.6,4390.7,4528.8,2692.3,6028.4,6190.9,3649.3,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,22.0,25.0,26.0,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,High,High,0.0,3832.314058843196,3509.9,4259.565912459243,3402.103510153762,4132.880794509317,4002.052062796641,4067.4664286529787,0.2119233181703722,3671.107029421598
168,3004.6,3863.6,3327.0,3303.5,4456.1,3757.8,2432.5,3242.3,2863.2,3561.6,4652.5,4053.8,14.0,16.0,13.0,14.0,16.0,13.0,14.0,16.0,13.0,14.0,16.0,13.0,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2880.007940488131,3327.0,2198.6036557652405,3335.705414198144,2441.7205622925458,2611.703322380431,2526.7119423364884,0.20352318250058898,3103.5039702440654
169,4223.8,4098.6,2166.3,4727.2,4657.3,2428.4,3126.7,3028.1,1641.4,4330.0,4172.7,2218.8,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2583.0003510531596,2166.3,3090.7482264598357,2155.63016335057,2968.511352966847,2770.557831325302,2869.5345921460744,0.21353581494069063,2374.65017552658
170,11673.1,11682.4,7014.7,13282.0,13535.3,7882.5,10348.0,10580.6,6161.2,14956.5,15078.5,8757.1,24.0,27.0,20.0,24.0,27.0,20.0,24.0,27.0,20.0,24.0,27.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9333.949431628218,7014.7,8541.742772453314,6997.098815109071,10253.70439968791,7897.029426798102,9075.366913243006,0.6404084831413592,8174.324715814109
171,3978.0,3465.2,2928.3,4460.1,3808.9,3420.6,3133.8,2692.0,2374.2,4465.1,3767.0,3203.6,24.0,23.0,23.0,24.0,23.0,23.0,24.0,23.0,23.0,24.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2331.8624205951187,2928.3,2910.885090406086,3036.3813773500906,3061.13164945318,2342.39423147134,2701.7629404622603,0.8925171867873599,2630.0812102975597
172,3131.6,4408.6,2918.6,3555.7,4930.1,3448.2,2306.3,3474.6,2245.9,3420.4,4941.3,3215.6,23.0,27.0,23.0,23.0,27.0,23.0,23.0,27.0,23.0,23.0,27.0,23.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3058.7819959879644,2918.6,2291.5353818792605,3060.881209547618,2344.918298311271,2980.110587805769,2662.5144430585196,0.48701488117207226,2988.690997993982
173,5302.6,6420.2,4383.5,6141.6,7369.7,5196.8,4406.8,5469.0,3758.3,6357.2,7757.4,5264.8,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4802.014744232698,4383.5,3880.1556763165695,4613.069853772131,4358.295698171095,4339.905184373859,4349.100441272477,0.45147031089258083,4592.757372116349
174,4371.0,4723.3,3360.8,4932.1,5267.6,3696.5,4106.6,4382.4,3006.8,5680.7,6082.0,4202.1,19.0,18.0,21.0,19.0,18.0,21.0,19.0,18.0,21.0,19.0,18.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3764.902373788031,3360.8,3198.4612192471095,3281.2909318174034,3894.508647297637,3192.8404344651335,3543.674540881385,0.9674541859487781,3562.851186894016
175,2815.7,3841.7,2815.6,3366.1,4585.7,3384.1,2557.3,3438.0,2474.3,3634.3,4969.7,3598.5,22.0,24.0,23.0,22.0,24.0,23.0,22.0,24.0,23.0,22.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3076.362270143765,2815.6,2060.3768599940713,3003.98123694394,2491.56138801095,2596.8994341000366,2544.2304110554933,0.16329385452572476,2945.9811350718824
176,14814.3,15207.0,11908.6,17873.3,19024.7,14461.4,12807.5,13865.9,10349.2,18093.8,19073.1,14598.8,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,High,High,High,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11806.701654964894,11908.6,10840.302914731745,12837.024396424778,12404.538272127375,10279.576670317634,11342.057471222504,0.7123696998675797,11857.650827482448
177,5098.7,6999.5,3806.8,6027.1,8231.0,4515.6,4061.5,5666.6,3046.2,6037.4,8431.5,4538.8,23.0,23.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5219.2986459378135,3806.8,3730.952692421697,4008.385589534605,4139.05091048546,4731.49844833881,4435.274679412135,0.9321510171307651,4513.049322968907
178,6887.3,7206.9,6097.5,7781.0,8101.2,6759.3,6086.1,6454.8,5445.5,8514.4,8798.4,7649.3,24.0,22.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5446.418455366098,6097.5,5039.753364292066,6000.062165679257,5837.203940808527,4871.696002190581,5354.449971499554,0.5566884723273977,5771.959227683049
179,14208.4,16150.8,7677.7,16771.4,19152.1,9360.8,12653.8,14025.3,7245.9,18655.1,20127.1,10125.3,24.0,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12459.152674690738,7677.7,10396.938089121628,8309.348885312145,12789.347838506195,10917.563417305586,11853.45562790589,0.5900667945741445,10068.426337345369
180,3567.8,3248.3,1679.9,4267.7,3835.8,1974.8,3003.7,2745.2,1428.9,4197.2,3902.7,2027.8,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2415.8639418254766,1679.9,2610.7229325165495,1752.9807472346836,2877.4678638966398,2195.774899598394,2536.621381747517,0.43314723478326145,2047.8819709127383
181,6002.2,7288.4,5892.7,7188.7,8574.0,6999.0,4291.8,5180.6,4276.1,5769.5,7009.6,5565.9,26.0,24.0,31.0,26.0,24.0,31.0,26.0,24.0,31.0,26.0,24.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4339.108793045804,5892.7,4392.085090406086,6212.837882264306,3955.38712492892,4926.788097845929,4441.087611387425,0.5504754962666798,5115.904396522902
182,2146.3,2366.4,1495.5,2425.9,2643.7,1653.4,1678.0,1811.2,1158.1,2242.6,2400.3,1505.3,17.0,15.0,14.0,17.0,15.0,14.0,17.0,15.0,14.0,17.0,15.0,14.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],1485.8426780341024,1495.5,1570.546171326944,1467.6819766446356,1537.455787566617,1599.6311062431546,1568.5434469048857,0.2351042972730987,1490.6713390170512
